"","Year","anpptot","npptot","C4_npp","C3_npp","aet_y","wsoi_y","SimulationType","Management","totcsoi","Location","Lat","Lon","vegtype0"
"39",1688,0.07243612408638,0.0987021699547768,0,0.0987021699547768,512.667907714844,0.490480750799179,"Spinup","Ungrazed",2.02518463134766,"FF",42.73796,-89.75369,10
"40",1689,0.0870210453867912,0.119987703859806,0,0.119987703859806,527.948364257812,0.544805228710175,"Spinup","Ungrazed",1.9595959186554,"FF",42.73796,-89.75369,10
"41",1690,0.0895227044820786,0.123476602137089,0,0.123476602137089,508.775177001953,0.525433301925659,"Spinup","Ungrazed",1.94635677337646,"FF",42.73796,-89.75369,10
"42",1691,0.0888619050383568,0.12235976755619,0,0.12235976755619,500.177398681641,0.532903075218201,"Spinup","Ungrazed",2.02486872673035,"FF",42.73796,-89.75369,10
"43",1692,0.102310694754124,0.143277287483215,0,0.143277287483215,534.783813476562,0.587882459163666,"Spinup","Ungrazed",2.09573030471802,"FF",42.73796,-89.75369,10
"44",1693,0.0862353146076202,0.118750527501106,0,0.118750527501106,536.950866699219,0.586350202560425,"Spinup","Ungrazed",2.20728254318237,"FF",42.73796,-89.75369,10
"45",1694,0.0841562002897263,0.116132885217667,0,0.116132885217667,525.210266113281,0.524059116840363,"Spinup","Ungrazed",2.19426083564758,"FF",42.73796,-89.75369,10
"46",1695,0.0818566679954529,0.11255307495594,0,0.11255307495594,466.286102294922,0.504014253616333,"Spinup","Ungrazed",2.02817487716675,"FF",42.73796,-89.75369,10
"47",1696,0.0820932015776634,0.112828299403191,0,0.112828299403191,433.826507568359,0.46668952703476,"Spinup","Ungrazed",2.11367917060852,"FF",42.73796,-89.75369,10
"48",1697,0.0814774930477142,0.112074434757233,0,0.112074434757233,478.794555664062,0.495814204216003,"Spinup","Ungrazed",2.09697365760803,"FF",42.73796,-89.75369,10
"49",1698,0.0901361331343651,0.124268159270287,0,0.124268159270287,513.980285644531,0.527910113334656,"Spinup","Ungrazed",2.0822868347168,"FF",42.73796,-89.75369,10
"50",1699,0.0905580371618271,0.125652223825455,0,0.125652223825455,475.741302490234,0.605811178684235,"Spinup","Ungrazed",2.15297770500183,"FF",42.73796,-89.75369,10
"51",1700,0.0859213694930077,0.117664016783237,0,0.117664016783237,502.784912109375,0.614483416080475,"Spinup","Ungrazed",2.15604972839355,"FF",42.73796,-89.75369,10
"52",1701,0.0713479891419411,0.0975663363933563,0,0.0975663363933563,457.158782958984,0.487648218870163,"Spinup","Ungrazed",2.19386792182922,"FF",42.73796,-89.75369,10
"53",1702,0.0916818529367447,0.127011746168137,0,0.127011746168137,548.116638183594,0.515712559223175,"Spinup","Ungrazed",2.09642505645752,"FF",42.73796,-89.75369,10
"54",1703,0.0895910859107971,0.124103851616383,0,0.124103851616383,481.179901123047,0.543242990970612,"Spinup","Ungrazed",2.0237135887146,"FF",42.73796,-89.75369,10
"55",1704,0.0819334387779236,0.112459719181061,0,0.112459719181061,437.093933105469,0.47139784693718,"Spinup","Ungrazed",2.18817543983459,"FF",42.73796,-89.75369,10
"56",1705,0.0823739543557167,0.113256961107254,0,0.113256961107254,463.379638671875,0.504881083965302,"Spinup","Ungrazed",2.18422627449036,"FF",42.73796,-89.75369,10
"57",1706,0.0870849266648293,0.119908094406128,0,0.119908094406128,499.766387939453,0.517064690589905,"Spinup","Ungrazed",2.12400603294373,"FF",42.73796,-89.75369,10
"58",1707,0.0966427847743034,0.133850008249283,0,0.133850008249283,518.196655273438,0.602138221263885,"Spinup","Ungrazed",2.20816731452942,"FF",42.73796,-89.75369,10
"59",1708,0.0866090506315231,0.118659876286983,0,0.118659876286983,507.671264648438,0.574514627456665,"Spinup","Ungrazed",2.26595997810364,"FF",42.73796,-89.75369,10
"60",1709,0.091584101319313,0.126722306013107,0,0.126722306013107,473.275817871094,0.570091843605042,"Spinup","Ungrazed",2.29520416259766,"FF",42.73796,-89.75369,10
"61",1710,0.0809338167309761,0.110725425183773,0,0.110725425183773,509.197357177734,0.581742405891418,"Spinup","Ungrazed",2.24005818367004,"FF",42.73796,-89.75369,10
"62",1711,0.0958520919084549,0.132674798369408,0,0.132674798369408,515.067443847656,0.604276597499847,"Spinup","Ungrazed",2.25615286827087,"FF",42.73796,-89.75369,10
"63",1712,0.0723550021648407,0.0983031690120697,0,0.0983031690120697,518.998657226562,0.598690092563629,"Spinup","Ungrazed",2.28157138824463,"FF",42.73796,-89.75369,10
"64",1713,0.0895421057939529,0.123661667108536,0,0.123661667108536,509.358367919922,0.524378180503845,"Spinup","Ungrazed",2.23979020118713,"FF",42.73796,-89.75369,10
"65",1714,0.0932405963540077,0.128851369023323,0,0.128851369023323,505.0419921875,0.495153516530991,"Spinup","Ungrazed",2.17766213417053,"FF",42.73796,-89.75369,10
